0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.737 | MinDCF =0.997
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.022 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.949 | MinDCF =0.888
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.002 | MinDCF =0.888
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.227 | MinDCF =0.998
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.002 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.352 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.013 | MinDCF =0.998
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.032 | MinDCF =0.825
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.825
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.967 | MinDCF =0.982
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.987 | MinDCF =0.982
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.660 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.007 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.975 | MinDCF =0.887
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.001 | MinDCF =0.887
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.087 | MinDCF =0.999
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.999
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.609 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.976 | MinDCF =0.902
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.902
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.154 | MinDCF =0.984
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.984
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.829 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.949 | MinDCF =0.850
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.850
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.666 | MinDCF =0.984
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.984
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.554 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.007 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.986 | MinDCF =0.808
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.001 | MinDCF =0.808
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.308 | MinDCF =0.990
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.990
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.750 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.910 | MinDCF =0.895
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.895
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.352 | MinDCF =0.998
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.632 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.968 | MinDCF =0.923
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.923
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.050 | MinDCF =0.987
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.987
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.317 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.901 | MinDCF =0.879
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.879
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.696 | MinDCF =0.996
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.996
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.223 | MinDCF =0.997
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.989 | MinDCF =0.852
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.852
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.662 | MinDCF =0.997
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.824 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.010 | MinDCF =0.900
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.900
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.274 | MinDCF =0.996
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.996
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.352 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.982 | MinDCF =0.890
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.890
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.468 | MinDCF =0.993
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.993
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.066 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.958 | MinDCF =0.902
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.902
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.518 | MinDCF =0.992
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.992
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.472 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.952 | MinDCF =0.910
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.910
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.046 | MinDCF =0.998
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.681 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.007 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.952 | MinDCF =0.904
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.001 | MinDCF =0.904
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.838 | MinDCF =0.981
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.981
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.839 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.918
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.918
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.136 | MinDCF =0.998
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.013 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.930 | MinDCF =0.927
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.927
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.285 | MinDCF =0.999
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.530 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.982 | MinDCF =0.869
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.869
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.290 | MinDCF =0.997
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.783 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.011 | MinDCF =0.998
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.974 | MinDCF =0.860
0.5 | 0.5 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.860
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.956 | MinDCF =0.990
0.5 | 0.9 | SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.972 | MinDCF =0.990
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.476 | MinDCF =0.997
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.973 | MinDCF =0.865
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.865
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.255 | MinDCF =0.998
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.174 | MinDCF =0.998
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.958 | MinDCF =0.891
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.891
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.410 | MinDCF =0.991
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.991
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.629 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.996 | MinDCF =0.930
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.930
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.330 | MinDCF =0.999
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.629 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.957 | MinDCF =0.820
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.820
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.939 | MinDCF =0.999
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.055 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.965 | MinDCF =0.890
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.890
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.595 | MinDCF =0.987
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.987
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.714 | MinDCF =1.000
0.5 | 0.1 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.911 | MinDCF =0.896
0.5 | 0.5 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.896
0.5 | 0.9 | SVM Poly | K = 10.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.397 | MinDCF =0.998
