0.04435276985168457
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.350 | MinDCF =0.336
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.199 | MinDCF =0.185
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.301 | MinDCF =0.188
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.466 | MinDCF =0.850
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.659 | MinDCF =0.883
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.385 | MinDCF =0.314
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.315
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.224 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.260 | MinDCF =0.162
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.858 | MinDCF =0.833
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.277 | MinDCF =0.834
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.948 | MinDCF =0.353
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.409 | MinDCF =0.352
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.947 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.326 | MinDCF =0.169
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =8.518 | MinDCF =0.839
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.850 | MinDCF =0.847
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.806 | MinDCF =0.344
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.351 | MinDCF =0.344
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.272 | MinDCF =0.188
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.299 | MinDCF =0.188
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.915 | MinDCF =0.849
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.637 | MinDCF =0.884
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.072 | MinDCF =0.315
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.315
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.296 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.260 | MinDCF =0.162
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.891 | MinDCF =0.832
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.277 | MinDCF =0.833
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.688 | MinDCF =0.353
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.407 | MinDCF =0.353
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.677 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =6.085 | MinDCF =0.838
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.839 | MinDCF =0.848
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.285 | MinDCF =0.352
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.362 | MinDCF =0.353
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.419 | MinDCF =0.191
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.307 | MinDCF =0.191
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.906 | MinDCF =0.847
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.704 | MinDCF =0.883
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.583 | MinDCF =0.315
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.315
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.342 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.260 | MinDCF =0.162
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.839 | MinDCF =0.832
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.277 | MinDCF =0.833
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.471 | MinDCF =0.354
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.407 | MinDCF =0.353
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.420 | MinDCF =0.165
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.733 | MinDCF =0.837
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.839 | MinDCF =0.847
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.674 | MinDCF =0.364
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.374 | MinDCF =0.365
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.556 | MinDCF =0.193
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.315 | MinDCF =0.195
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.887 | MinDCF =0.858
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.781 | MinDCF =0.889
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.747 | MinDCF =0.314
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.321 | MinDCF =0.315
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.359 | MinDCF =0.162
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.260 | MinDCF =0.161
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.847 | MinDCF =0.833
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.277 | MinDCF =0.835
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.397 | MinDCF =0.354
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.407 | MinDCF =0.354
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.306 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.664 | MinDCF =0.837
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.839 | MinDCF =0.845
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.559 | MinDCF =0.389
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.390 | MinDCF =0.389
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.647 | MinDCF =0.199
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.330 | MinDCF =0.201
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.910 | MinDCF =0.848
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.913 | MinDCF =0.875
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.576 | MinDCF =0.304
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.309 | MinDCF =0.306
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.341 | MinDCF =0.160
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.252 | MinDCF =0.161
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.838 | MinDCF =0.830
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.211 | MinDCF =0.844
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.376 | MinDCF =0.354
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.407 | MinDCF =0.354
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.246 | MinDCF =0.165
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.088 | MinDCF =0.836
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.839 | MinDCF =0.845
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.823 | MinDCF =0.397
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.401 | MinDCF =0.398
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.676 | MinDCF =0.200
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.338 | MinDCF =0.203
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.939 | MinDCF =0.843
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.979 | MinDCF =0.867
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.356 | MinDCF =0.302
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.305 | MinDCF =0.302
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.326 | MinDCF =0.163
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.253 | MinDCF =0.161
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.901 | MinDCF =0.818
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.221 | MinDCF =0.848
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.364 | MinDCF =0.354
0.5 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.407 | MinDCF =0.354
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.208 | MinDCF =0.165
0.5 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.719 | MinDCF =0.836
0.5 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =2.839 | MinDCF =0.844
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.343
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.352 | MinDCF =0.342
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.180
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.303 | MinDCF =0.178
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.864
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.681 | MinDCF =0.889
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.888 | MinDCF =0.315
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.327 | MinDCF =0.317
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.887 | MinDCF =0.165
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.261 | MinDCF =0.163
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.981 | MinDCF =0.830
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.288 | MinDCF =0.830
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.370
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.447 | MinDCF =0.371
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.175
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.373 | MinDCF =0.175
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.841
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =3.287 | MinDCF =0.843
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.433
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.505 | MinDCF =0.434
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.307
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.490 | MinDCF =0.308
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.944
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =4.398 | MinDCF =0.939
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.332 | MinDCF =0.315
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.325 | MinDCF =0.315
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.301 | MinDCF =0.164
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.259 | MinDCF =0.162
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.679 | MinDCF =0.830
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.266 | MinDCF =0.842
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.358
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.426 | MinDCF =0.359
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.168
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.343 | MinDCF =0.168
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.835
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =3.003 | MinDCF =0.832
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.355 | MinDCF =0.335
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.339 | MinDCF =0.333
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.314 | MinDCF =0.178
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.288 | MinDCF =0.176
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.789 | MinDCF =0.859
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =2.539 | MinDCF =0.894
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.411 | MinDCF =0.315
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.329 | MinDCF =0.317
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.179 | MinDCF =0.165
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.263 | MinDCF =0.163
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.377 | MinDCF =0.833
0.5 | 0.9 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =2.299 | MinDCF =0.833
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.358
0.5 | 0.1 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.411 | MinDCF =0.359
0.5 | 0.5 | SVM RBF | K = 10.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.166
