Full | Raw | PCA = 5 | ActDCF =0.397 | MinDCF =0.394
Full | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.384
Full | Raw | PCA = 7 | ActDCF =0.364 | MinDCF =0.352
Full | Raw | PCA = 8 | ActDCF =0.357 | MinDCF =0.345
Full | Raw | PCA = 9 | ActDCF =0.321 | MinDCF =0.321
Full | Raw | PCA = 10 | ActDCF =0.370 | MinDCF =0.327
Full | Raw | PCA = 11 | ActDCF =0.362 | MinDCF =0.312
Full | Normalized | PCA = 5 | ActDCF =0.426 | MinDCF =0.384
Full | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.365
Full | Normalized | PCA = 7 | ActDCF =0.333 | MinDCF =0.325
Full | Normalized | PCA = 8 | ActDCF =0.315 | MinDCF =0.308
Full | Normalized | PCA = 9 | ActDCF =0.319 | MinDCF =0.307
Full | Normalized | PCA = 10 | ActDCF =0.316 | MinDCF =0.299
Full | Normalized | PCA = 11 | ActDCF =0.320 | MinDCF =0.304
Bayes | Raw | PCA = 5 | ActDCF =0.433 | MinDCF =0.414
Bayes | Raw | PCA = 6 | ActDCF =0.422 | MinDCF =0.414
Bayes | Raw | PCA = 7 | ActDCF =0.400 | MinDCF =0.396
Bayes | Raw | PCA = 8 | ActDCF =0.395 | MinDCF =0.389
Bayes | Raw | PCA = 9 | ActDCF =0.393 | MinDCF =0.383
Bayes | Raw | PCA = 10 | ActDCF =0.424 | MinDCF =0.387
Bayes | Raw | PCA = 11 | ActDCF =0.422 | MinDCF =0.384
Bayes | Normalized | PCA = 5 | ActDCF =0.473 | MinDCF =0.450
Bayes | Normalized | PCA = 6 | ActDCF =0.428 | MinDCF =0.423
Bayes | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.432
Bayes | Normalized | PCA = 8 | ActDCF =0.427 | MinDCF =0.420
Bayes | Normalized | PCA = 9 | ActDCF =0.429 | MinDCF =0.421
Bayes | Normalized | PCA = 10 | ActDCF =0.421 | MinDCF =0.411
Bayes | Normalized | PCA = 11 | ActDCF =0.415 | MinDCF =0.400
Tied | Raw | PCA = 5 | ActDCF =0.425 | MinDCF =0.420
Tied | Raw | PCA = 6 | ActDCF =0.407 | MinDCF =0.397
Tied | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.371
Tied | Raw | PCA = 8 | ActDCF =0.368 | MinDCF =0.362
Tied | Raw | PCA = 9 | ActDCF =0.347 | MinDCF =0.338
Tied | Raw | PCA = 10 | ActDCF =0.351 | MinDCF =0.337
Tied | Raw | PCA = 11 | ActDCF =0.341 | MinDCF =0.334
Tied | Normalized | PCA = 5 | ActDCF =0.421 | MinDCF =0.384
Tied | Normalized | PCA = 6 | ActDCF =0.397 | MinDCF =0.368
Tied | Normalized | PCA = 7 | ActDCF =0.391 | MinDCF =0.380
Tied | Normalized | PCA = 8 | ActDCF =0.386 | MinDCF =0.383
Tied | Normalized | PCA = 9 | ActDCF =0.364 | MinDCF =0.356
Tied | Normalized | PCA = 10 | ActDCF =0.364 | MinDCF =0.354
Tied | Normalized | PCA = 11 | ActDCF =0.360 | MinDCF =0.356
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 6 | ActDCF =0.356 | MinDCF =0.349
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 7 | ActDCF =0.329 | MinDCF =0.316
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 8 | ActDCF =0.313 | MinDCF =0.308
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 9 | ActDCF =0.308 | MinDCF =0.298
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 10 | ActDCF =0.291 | MinDCF =0.289
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 11 | ActDCF =0.294 | MinDCF =0.290
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 5 | ActDCF =0.440 | MinDCF =0.437
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 6 | ActDCF =0.376 | MinDCF =0.357
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 7 | ActDCF =0.382 | MinDCF =0.361
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 8 | ActDCF =0.397 | MinDCF =0.379
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 9 | ActDCF =0.367 | MinDCF =0.353
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 10 | ActDCF =0.383 | MinDCF =0.375
Quadratic Regression | Lambda =1.13e-01 | Raw | PCA = 11 | ActDCF =0.389 | MinDCF =0.378
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 5 | ActDCF =0.357 | MinDCF =0.343
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 6 | ActDCF =0.356 | MinDCF =0.348
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 7 | ActDCF =0.334 | MinDCF =0.327
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 8 | ActDCF =0.321 | MinDCF =0.318
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 9 | ActDCF =0.309 | MinDCF =0.306
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 10 | ActDCF =0.305 | MinDCF =0.303
Quadratic Regression | Lambda =1.13e-01 | Normalized | PCA = 11 | ActDCF =0.303 | MinDCF =0.294
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 5 | ActDCF =0.451 | MinDCF =0.446
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 6 | ActDCF =0.380 | MinDCF =0.358
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 7 | ActDCF =0.378 | MinDCF =0.366
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 8 | ActDCF =0.415 | MinDCF =0.376
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 9 | ActDCF =0.390 | MinDCF =0.373
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 10 | ActDCF =0.409 | MinDCF =0.396
Quadratic Regression | Lambda =2.64e-01 | Raw | PCA = 11 | ActDCF =0.398 | MinDCF =0.383
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 5 | ActDCF =0.362 | MinDCF =0.358
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 6 | ActDCF =0.374 | MinDCF =0.362
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 7 | ActDCF =0.341 | MinDCF =0.338
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 8 | ActDCF =0.335 | MinDCF =0.332
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 9 | ActDCF =0.331 | MinDCF =0.325
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 10 | ActDCF =0.317 | MinDCF =0.313
Quadratic Regression | Lambda =2.64e-01 | Normalized | PCA = 11 | ActDCF =0.321 | MinDCF =0.315
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 5 | ActDCF =0.452 | MinDCF =0.443
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 6 | ActDCF =0.374 | MinDCF =0.366
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 7 | ActDCF =0.380 | MinDCF =0.365
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 8 | ActDCF =0.400 | MinDCF =0.386
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 9 | ActDCF =0.384 | MinDCF =0.364
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 10 | ActDCF =0.397 | MinDCF =0.382
Quadratic Regression | Lambda =6.16e-01 | Raw | PCA = 11 | ActDCF =0.393 | MinDCF =0.386
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 5 | ActDCF =0.396 | MinDCF =0.381
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 6 | ActDCF =0.387 | MinDCF =0.374
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 7 | ActDCF =0.369 | MinDCF =0.357
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 8 | ActDCF =0.352 | MinDCF =0.345
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 9 | ActDCF =0.350 | MinDCF =0.338
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 10 | ActDCF =0.343 | MinDCF =0.332
Quadratic Regression | Lambda =6.16e-01 | Normalized | PCA = 11 | ActDCF =0.339 | MinDCF =0.331
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 5 | ActDCF =0.453 | MinDCF =0.449
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 6 | ActDCF =0.380 | MinDCF =0.366
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 7 | ActDCF =0.378 | MinDCF =0.367
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 8 | ActDCF =0.382 | MinDCF =0.377
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 9 | ActDCF =0.378 | MinDCF =0.368
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 10 | ActDCF =0.383 | MinDCF =0.382
Quadratic Regression | Lambda =1.44e+00 | Raw | PCA = 11 | ActDCF =0.418 | MinDCF =0.404
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 5 | ActDCF =0.427 | MinDCF =0.414
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 6 | ActDCF =0.422 | MinDCF =0.392
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 7 | ActDCF =0.406 | MinDCF =0.380
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 8 | ActDCF =0.388 | MinDCF =0.372
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 9 | ActDCF =0.392 | MinDCF =0.367
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 10 | ActDCF =0.386 | MinDCF =0.361
Quadratic Regression | Lambda =1.44e+00 | Normalized | PCA = 11 | ActDCF =0.387 | MinDCF =0.363
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 5 | ActDCF =0.450 | MinDCF =0.447
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 6 | ActDCF =0.375 | MinDCF =0.358
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 7 | ActDCF =0.376 | MinDCF =0.362
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 8 | ActDCF =0.396 | MinDCF =0.372
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 9 | ActDCF =0.391 | MinDCF =0.371
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 10 | ActDCF =0.393 | MinDCF =0.385
Quadratic Regression | Lambda =3.36e+00 | Raw | PCA = 11 | ActDCF =0.402 | MinDCF =0.379
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 5 | ActDCF =0.469 | MinDCF =0.437
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 6 | ActDCF =0.442 | MinDCF =0.427
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 7 | ActDCF =0.436 | MinDCF =0.418
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 8 | ActDCF =0.429 | MinDCF =0.408
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 9 | ActDCF =0.422 | MinDCF =0.405
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 10 | ActDCF =0.419 | MinDCF =0.399
Quadratic Regression | Lambda =3.36e+00 | Normalized | PCA = 11 | ActDCF =0.419 | MinDCF =0.403
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 5 | ActDCF =0.472 | MinDCF =0.467
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 6 | ActDCF =0.377 | MinDCF =0.361
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 7 | ActDCF =0.385 | MinDCF =0.365
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 8 | ActDCF =0.376 | MinDCF =0.363
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 9 | ActDCF =0.365 | MinDCF =0.357
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 10 | ActDCF =0.407 | MinDCF =0.400
Quadratic Regression | Lambda =7.85e+00 | Raw | PCA = 11 | ActDCF =0.410 | MinDCF =0.392
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 5 | ActDCF =0.492 | MinDCF =0.476
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 6 | ActDCF =0.478 | MinDCF =0.456
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 7 | ActDCF =0.454 | MinDCF =0.445
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 8 | ActDCF =0.447 | MinDCF =0.437
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 9 | ActDCF =0.449 | MinDCF =0.431
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 10 | ActDCF =0.435 | MinDCF =0.423
Quadratic Regression | Lambda =7.85e+00 | Normalized | PCA = 11 | ActDCF =0.435 | MinDCF =0.427
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 5 | ActDCF =0.492 | MinDCF =0.487
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 6 | ActDCF =0.379 | MinDCF =0.365
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 7 | ActDCF =0.380 | MinDCF =0.347
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 8 | ActDCF =0.391 | MinDCF =0.376
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 9 | ActDCF =0.372 | MinDCF =0.365
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 10 | ActDCF =0.382 | MinDCF =0.371
Quadratic Regression | Lambda =1.83e+01 | Raw | PCA = 11 | ActDCF =0.410 | MinDCF =0.392
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 5 | ActDCF =0.506 | MinDCF =0.493
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 6 | ActDCF =0.486 | MinDCF =0.471
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 7 | ActDCF =0.473 | MinDCF =0.462
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 8 | ActDCF =0.471 | MinDCF =0.452
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 9 | ActDCF =0.463 | MinDCF =0.451
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 10 | ActDCF =0.454 | MinDCF =0.443
Quadratic Regression | Lambda =1.83e+01 | Normalized | PCA = 11 | ActDCF =0.454 | MinDCF =0.440
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 5 | ActDCF =0.539 | MinDCF =0.508
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 6 | ActDCF =0.389 | MinDCF =0.379
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 7 | ActDCF =0.378 | MinDCF =0.369
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 8 | ActDCF =0.388 | MinDCF =0.371
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 9 | ActDCF =0.382 | MinDCF =0.369
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 10 | ActDCF =0.413 | MinDCF =0.396
Quadratic Regression | Lambda =4.28e+01 | Raw | PCA = 11 | ActDCF =0.395 | MinDCF =0.382
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 5 | ActDCF =0.516 | MinDCF =0.520
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 6 | ActDCF =0.495 | MinDCF =0.512
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 7 | ActDCF =0.480 | MinDCF =0.483
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 8 | ActDCF =0.481 | MinDCF =0.480
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 9 | ActDCF =0.480 | MinDCF =0.476
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 10 | ActDCF =0.471 | MinDCF =0.471
Quadratic Regression | Lambda =4.28e+01 | Normalized | PCA = 11 | ActDCF =0.469 | MinDCF =0.467
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 5 | ActDCF =0.569 | MinDCF =0.519
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 6 | ActDCF =0.405 | MinDCF =0.396
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 7 | ActDCF =0.402 | MinDCF =0.398
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 8 | ActDCF =0.404 | MinDCF =0.404
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 9 | ActDCF =0.395 | MinDCF =0.389
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 10 | ActDCF =0.405 | MinDCF =0.403
Quadratic Regression | Lambda =1.00e+02 | Raw | PCA = 11 | ActDCF =0.414 | MinDCF =0.400
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 5 | ActDCF =0.524 | MinDCF =0.597
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 6 | ActDCF =0.499 | MinDCF =0.588
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 7 | ActDCF =0.482 | MinDCF =0.565
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 8 | ActDCF =0.485 | MinDCF =0.560
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 9 | ActDCF =0.483 | MinDCF =0.560
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 10 | ActDCF =0.473 | MinDCF =0.560
Quadratic Regression | Lambda =1.00e+02 | Normalized | PCA = 11 | ActDCF =0.470 | MinDCF =0.557
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 5 | ActDCF =0.699 | MinDCF =0.696
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 6 | ActDCF =0.467 | MinDCF =0.436
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 7 | ActDCF =0.600 | MinDCF =0.535
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 8 | ActDCF =0.485 | MinDCF =0.420
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 9 | ActDCF =0.521 | MinDCF =0.432
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 10 | ActDCF =0.514 | MinDCF =0.429
SVM Linear | K = 0.0 | C = 0.1 | Raw | PCA = 11 | ActDCF =0.465 | MinDCF =0.406
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 5 | ActDCF =0.808 | MinDCF =0.735
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 6 | ActDCF =0.538 | MinDCF =0.529
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 7 | ActDCF =0.673 | MinDCF =0.635
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 8 | ActDCF =0.687 | MinDCF =0.666
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 9 | ActDCF =0.785 | MinDCF =0.763
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 10 | ActDCF =0.615 | MinDCF =0.578
SVM Linear | K = 0.0 | C = 1.0 | Raw | PCA = 11 | ActDCF =0.859 | MinDCF =0.768
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 5 | ActDCF =0.989 | MinDCF =0.903
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 6 | ActDCF =0.968 | MinDCF =0.845
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 7 | ActDCF =0.773 | MinDCF =0.746
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 8 | ActDCF =0.989 | MinDCF =0.932
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 9 | ActDCF =0.918 | MinDCF =0.848
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 10 | ActDCF =0.905 | MinDCF =0.863
SVM Linear | K = 0.0 | C = 10.0 | Raw | PCA = 11 | ActDCF =0.909 | MinDCF =0.861
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 5 | ActDCF =0.650 | MinDCF =0.598
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 6 | ActDCF =0.458 | MinDCF =0.421
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 7 | ActDCF =0.631 | MinDCF =0.577
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 8 | ActDCF =0.546 | MinDCF =0.534
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 9 | ActDCF =0.457 | MinDCF =0.402
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 10 | ActDCF =0.455 | MinDCF =0.405
SVM Linear | K = 1.0 | C = 0.1 | Raw | PCA = 11 | ActDCF =0.479 | MinDCF =0.436
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 5 | ActDCF =0.570 | MinDCF =0.542
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 6 | ActDCF =0.593 | MinDCF =0.550
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 7 | ActDCF =0.717 | MinDCF =0.634
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 8 | ActDCF =0.680 | MinDCF =0.653
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 9 | ActDCF =0.655 | MinDCF =0.641
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 10 | ActDCF =0.583 | MinDCF =0.555
SVM Linear | K = 1.0 | C = 1.0 | Raw | PCA = 11 | ActDCF =0.680 | MinDCF =0.507
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 5 | ActDCF =0.897 | MinDCF =0.888
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 6 | ActDCF =0.917 | MinDCF =0.889
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 7 | ActDCF =0.829 | MinDCF =0.821
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 8 | ActDCF =0.777 | MinDCF =0.760
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 9 | ActDCF =0.953 | MinDCF =0.892
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 10 | ActDCF =0.759 | MinDCF =0.754
SVM Linear | K = 1.0 | C = 10.0 | Raw | PCA = 11 | ActDCF =0.974 | MinDCF =0.869
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 5 | ActDCF =0.505 | MinDCF =0.435
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 6 | ActDCF =0.570 | MinDCF =0.524
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 7 | ActDCF =0.447 | MinDCF =0.384
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 8 | ActDCF =0.462 | MinDCF =0.382
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 9 | ActDCF =0.418 | MinDCF =0.411
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 10 | ActDCF =0.437 | MinDCF =0.370
SVM Linear | K = 10.0 | C = 0.1 | Raw | PCA = 11 | ActDCF =0.467 | MinDCF =0.378
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 5 | ActDCF =0.727 | MinDCF =0.712
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 6 | ActDCF =0.661 | MinDCF =0.619
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 7 | ActDCF =0.713 | MinDCF =0.653
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 8 | ActDCF =0.559 | MinDCF =0.546
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 9 | ActDCF =0.706 | MinDCF =0.688
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 10 | ActDCF =0.559 | MinDCF =0.542
SVM Linear | K = 10.0 | C = 1.0 | Raw | PCA = 11 | ActDCF =0.776 | MinDCF =0.683
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 5 | ActDCF =0.969 | MinDCF =0.876
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 6 | ActDCF =0.964 | MinDCF =0.883
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 7 | ActDCF =0.931 | MinDCF =0.904
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 8 | ActDCF =0.937 | MinDCF =0.875
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 9 | ActDCF =0.918 | MinDCF =0.809
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 10 | ActDCF =0.941 | MinDCF =0.858
SVM Linear | K = 10.0 | C = 10.0 | Raw | PCA = 11 | ActDCF =0.892 | MinDCF =0.753
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 5 | ActDCF =0.452 | MinDCF =0.381
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 6 | ActDCF =0.417 | MinDCF =0.374
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 7 | ActDCF =0.424 | MinDCF =0.374
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 8 | ActDCF =0.421 | MinDCF =0.375
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 9 | ActDCF =0.393 | MinDCF =0.346
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 10 | ActDCF =0.391 | MinDCF =0.337
SVM Linear | K = 0.0 | C = 0.1 | Normalized | PCA = 11 | ActDCF =0.367 | MinDCF =0.334
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 5 | ActDCF =0.454 | MinDCF =0.378
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 6 | ActDCF =0.418 | MinDCF =0.374
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 7 | ActDCF =0.423 | MinDCF =0.376
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 8 | ActDCF =0.425 | MinDCF =0.376
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 9 | ActDCF =0.394 | MinDCF =0.345
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 10 | ActDCF =0.390 | MinDCF =0.338
SVM Linear | K = 0.0 | C = 1.0 | Normalized | PCA = 11 | ActDCF =0.366 | MinDCF =0.341
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 5 | ActDCF =0.453 | MinDCF =0.378
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 6 | ActDCF =0.414 | MinDCF =0.378
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 7 | ActDCF =0.423 | MinDCF =0.378
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 8 | ActDCF =0.423 | MinDCF =0.376
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 9 | ActDCF =0.396 | MinDCF =0.346
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 10 | ActDCF =0.391 | MinDCF =0.338
SVM Linear | K = 0.0 | C = 10.0 | Normalized | PCA = 11 | ActDCF =0.364 | MinDCF =0.341
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 5 | ActDCF =0.414 | MinDCF =0.369
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 6 | ActDCF =0.389 | MinDCF =0.375
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 7 | ActDCF =0.388 | MinDCF =0.378
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 8 | ActDCF =0.393 | MinDCF =0.364
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 9 | ActDCF =0.379 | MinDCF =0.349
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 10 | ActDCF =0.369 | MinDCF =0.343
